path,true,predicted,sm0,sm1,sm2,sm3,correct
images/1017_1047_10_49_2.png,2,2,0.008765819,0.22017632,0.6629047,0.108153254,1
images/1017_1047_10_4_1.png,1,1,0.00129084,0.8785098,0.11772941,0.0024700218,1
images/1017_1047_10_55_2.png,2,2,0.020385291,0.3609829,0.55730104,0.061330687,1
images/1017_1047_10_57_2.png,2,2,0.04160349,0.28893033,0.47468904,0.19477712,1
images/1017_1047_10_5_1.png,1,1,0.0048251646,0.66788024,0.3198027,0.007491955,1
images/1017_1047_10_63_2.png,2,2,0.11553277,0.2941121,0.3348448,0.25551033,1
images/1017_1047_10_64_2.png,2,2,0.044165436,0.40528268,0.4627567,0.08779516,1
images/1017_1047_10_66_2.png,2,2,0.021131163,0.3642089,0.40722468,0.2074353,1
images/1017_1047_10_67_2.png,2,2,0.021487558,0.34691274,0.5137428,0.1178569,1
images/1017_1047_10_6_1.png,1,1,0.0026054953,0.82621604,0.16905348,0.0021249691,1
images/1017_1047_10_70_1.png,1,1,0.22313677,0.64130735,0.11439882,0.021157026,1
images/1017_1047_10_71_1.png,1,1,0.104573764,0.5057082,0.32462773,0.06509028,1
images/1017_1047_10_72_1.png,1,1,0.14766474,0.70139354,0.13686582,0.014075856,1
images/1017_1047_10_73_1.png,1,1,0.19810283,0.34732443,0.29428804,0.16028471,1
images/1017_1047_10_74_1.png,1,1,0.050399907,0.5976593,0.29353595,0.05840486,1
images/1017_1047_10_75_1.png,1,1,0.051151823,0.50250113,0.38165063,0.0646964,1
images/1017_1047_10_76_1.png,1,1,0.20159982,0.48138466,0.22108619,0.09592934,1
images/1017_1047_10_77_1.png,1,1,0.011028759,0.95979387,0.028711457,0.00046586074,1
images/1017_1047_10_78_1.png,1,1,0.07847638,0.6140754,0.26445794,0.042990282,1
images/1017_1047_10_79_1.png,1,1,0.010326898,0.6011501,0.37534407,0.013178899,1
images/1017_1047_10_80_1.png,1,1,0.18209147,0.6079825,0.17468353,0.035242457,1
images/1017_1047_10_81_1.png,1,1,0.017412439,0.6721607,0.30115432,0.009272548,1
images/1017_1047_10_82_1.png,1,1,0.0030355481,0.9586789,0.0379016,0.00038394355,1
images/1017_1047_10_83_1.png,1,1,0.039827555,0.94617057,0.013647066,0.0003548151,1
images/1017_1047_10_84_1.png,1,1,0.09870161,0.8274399,0.07186682,0.001991679,1
images/1017_1047_10_85_1.png,1,1,0.038438957,0.808591,0.14474514,0.008224907,1
images/1017_1047_10_86_1.png,1,1,0.064937085,0.6843204,0.22188649,0.028856032,1
images/1017_1047_10_8_1.png,1,1,0.084958084,0.49180883,0.3423869,0.08084618,1
images/1017_1047_10_90_0.png,0,0,0.40238875,0.39727557,0.14413917,0.05619648,1
images/1017_1047_10_94_0.png,0,0,0.36407632,0.3562813,0.1859733,0.09366912,1
images/1017_1047_10_95_0.png,0,0,0.48325205,0.38433117,0.10248017,0.029936701,1
images/1017_1047_10_97_0.png,0,0,0.6658501,0.27183983,0.047350295,0.014959768,1
images/1017_1047_10_98_0.png,0,0,0.42605832,0.38892338,0.12877113,0.056247212,1
images/1017_1047_10_9_1.png,1,1,0.0083986875,0.80349076,0.17317756,0.014933058,1
images/1017_1047_11_100_1.png,1,1,0.3202401,0.39564908,0.2198941,0.0642167,1
images/1017_1047_11_101_1.png,1,1,0.10434328,0.44982797,0.2940949,0.15173393,1
images/1017_1047_11_102_1.png,1,1,0.29575828,0.5839987,0.115912884,0.00433019,1
images/1017_1047_11_104_1.png,1,1,0.12338703,0.33930066,0.3225215,0.21479082,1
images/1017_1047_11_105_1.png,1,1,0.27275723,0.4945255,0.18270256,0.05001477,1
images/1017_1047_11_106_1.png,1,1,0.41126546,0.45941857,0.120217584,0.009098462,1
images/1017_1047_11_107_1.png,1,1,0.22189951,0.44910896,0.25322157,0.07576991,1
images/1017_1047_11_108_1.png,1,1,0.33895198,0.5393169,0.11592064,0.0058105215,1
images/1017_1047_11_109_1.png,1,1,0.2942564,0.40785635,0.21325056,0.084636725,1
images/1017_1047_11_110_1.png,1,1,0.06072675,0.6091907,0.25138748,0.07869508,1
images/1017_1047_11_111_1.png,1,1,0.08715354,0.3340661,0.31534365,0.26343673,1
images/1017_1047_11_112_1.png,1,1,0.08800718,0.46966627,0.33607268,0.1062538,1
images/1017_1047_11_113_1.png,1,1,0.22634982,0.6710983,0.09586265,0.0066892444,1
images/1017_1047_11_114_1.png,1,1,0.3730926,0.5058122,0.10855667,0.0125384955,1
images/1017_1047_11_14_1.png,1,1,0.15970019,0.36578712,0.26796293,0.20654976,1
images/1017_1047_11_16_1.png,1,1,0.16805245,0.56299275,0.24324633,0.0257085,1
images/1017_1047_11_17_1.png,1,1,0.20169346,0.5034742,0.2570562,0.03777613,1
images/1017_1047_11_18_1.png,1,1,0.16798332,0.5010355,0.2963165,0.03466463,1
images/1017_1047_11_19_1.png,1,1,0.09997009,0.5277676,0.33235303,0.03990932,1
images/1017_1047_11_20_1.png,1,1,0.124518886,0.35874447,0.3079026,0.20883407,1
images/1017_1047_11_22_1.png,1,1,0.02972236,0.55499196,0.3481946,0.067091085,1
images/1017_1047_11_23_1.png,1,1,0.11025967,0.40840948,0.37741205,0.10391885,1
images/1017_1047_11_24_1.png,1,1,0.18275289,0.49267063,0.27615044,0.048426095,1
images/1017_1047_11_28_1.png,1,1,0.24461153,0.38495308,0.26333725,0.10709813,1
images/1017_1047_11_31_1.png,1,1,0.14304173,0.5497678,0.2498588,0.057331648,1
images/1017_1047_11_32_1.png,1,1,0.20445208,0.46981016,0.27013516,0.055602636,1
images/1017_1047_11_33_1.png,1,1,0.20386112,0.52886826,0.22971725,0.037553426,1
images/1017_1047_11_34_1.png,1,1,0.06991355,0.41101456,0.30798483,0.21108712,1
images/1017_1047_11_35_1.png,1,1,0.23230737,0.4341049,0.22787537,0.105712354,1
images/1017_1047_11_36_1.png,1,1,0.35120782,0.5136803,0.12462342,0.010488415,1
images/1017_1047_11_37_1.png,1,1,0.42612687,0.46783996,0.0949731,0.011060077,1
images/1017_1047_11_38_1.png,1,1,0.42309704,0.4450558,0.12091758,0.010929501,1
images/1017_1047_11_40_1.png,1,1,0.049025685,0.70207185,0.21872814,0.03017439,1
images/1017_1047_11_41_1.png,1,1,0.22052631,0.47377595,0.2428457,0.06285203,1
images/1017_1047_11_42_1.png,1,1,0.16440882,0.4691488,0.2921592,0.074283175,1
images/1017_1047_11_43_1.png,1,1,0.104149766,0.37731925,0.33622953,0.18230149,1
images/1017_1047_11_45_2.png,2,2,0.052177846,0.33091915,0.471661,0.14524195,1
images/1017_1047_11_46_2.png,2,2,0.0669604,0.33280873,0.37851542,0.22171542,1
images/1017_1047_11_47_2.png,2,2,0.01536134,0.32844266,0.34516883,0.31102714,1
images/1017_1047_11_48_2.png,2,2,0.059461825,0.2883728,0.4015156,0.25064972,1
images/1017_1047_11_49_2.png,2,2,0.087519616,0.37599736,0.42431468,0.11216826,1
images/1017_1047_11_54_2.png,2,2,0.042952273,0.299608,0.339231,0.31820872,1
images/1017_1047_11_55_2.png,2,2,0.13274036,0.3480553,0.3809474,0.13825698,1
images/1017_1047_11_69_2.png,2,2,0.091205105,0.29301038,0.3526968,0.2630877,1
images/1017_1047_11_6_2.png,2,2,0.055142768,0.30696437,0.34710997,0.29078287,1
images/1017_1047_11_70_2.png,2,2,0.08185633,0.32036206,0.4070172,0.19076444,1
images/1017_1047_11_73_1.png,1,1,0.14230415,0.4592323,0.29012892,0.10833465,1
images/1017_1047_11_74_1.png,1,1,0.122564696,0.66340584,0.20507608,0.008953456,1
images/1017_1047_11_75_1.png,1,1,0.1982931,0.5654969,0.21698412,0.01922583,1
images/1017_1047_11_76_1.png,1,1,0.11020063,0.5705454,0.28193563,0.037318368,1
images/1017_1047_11_77_1.png,1,1,0.31545267,0.48263013,0.18226661,0.019650683,1
images/1017_1047_11_78_1.png,1,1,0.29379937,0.5558014,0.14469926,0.0056999796,1
images/1017_1047_11_79_1.png,1,1,0.21760592,0.5532132,0.21567222,0.013508686,1
images/1017_1047_11_80_1.png,1,1,0.25418848,0.5080901,0.21800864,0.019712808,1
images/1017_1047_11_81_1.png,1,1,0.34364632,0.48907155,0.15139323,0.015888954,1
images/1017_1047_11_82_1.png,1,1,0.06356971,0.35636368,0.33235142,0.24771518,1
images/1017_1047_11_85_1.png,1,1,0.35844624,0.48405033,0.13309428,0.024409186,1
images/1017_1047_11_86_1.png,1,1,0.06809699,0.44485787,0.36363456,0.12341051,1
images/1017_1047_11_87_1.png,1,1,0.20263603,0.5310167,0.24216619,0.0241811,1
images/1017_1047_11_88_1.png,1,1,0.10614992,0.45068142,0.33342168,0.109746985,1
images/1017_1047_11_89_1.png,1,1,0.13851716,0.47035593,0.3322655,0.058861397,1
images/1017_1047_11_90_1.png,1,1,0.18553823,0.5054967,0.2584084,0.050556682,1
images/1017_1047_11_91_1.png,1,1,0.2955453,0.55192286,0.14033541,0.012196344,1
images/1017_1047_11_92_1.png,1,1,0.29491818,0.6045601,0.09449601,0.0060257106,1
images/1017_1047_11_94_1.png,1,1,0.059600625,0.4632874,0.2823322,0.19477966,1
images/1017_1047_11_95_1.png,1,1,0.14549994,0.41074497,0.29112852,0.15262657,1
images/1017_1047_11_96_1.png,1,1,0.022028096,0.3422406,0.3067858,0.32894552,1
images/1017_1047_11_97_1.png,1,1,0.28863814,0.42927095,0.22342719,0.058663696,1
images/1017_1047_11_98_1.png,1,1,0.026711104,0.34158418,0.31600544,0.31569928,1
images/1017_1047_11_99_1.png,1,1,0.3857342,0.4878543,0.11466639,0.011745023,1
images/1017_1047_12_100_1.png,1,1,0.010877645,0.71044654,0.27183875,0.006837055,1
images/1017_1047_12_101_1.png,1,1,0.10295467,0.8632378,0.03212202,0.0016855515,1
images/1017_1047_12_103_1.png,1,1,0.21383622,0.75895923,0.025819603,0.0013849408,1
images/1017_1047_12_104_1.png,1,1,0.30692196,0.64221996,0.045592688,0.005265372,1
images/1017_1047_12_105_1.png,1,1,0.059115835,0.48528913,0.38013193,0.07546311,1
images/1017_1047_12_106_1.png,1,1,0.061371952,0.697371,0.21248405,0.02877299,1
images/1017_1047_12_107_1.png,1,1,0.11636533,0.7075547,0.15486965,0.02121034,1
images/1017_1047_12_108_1.png,1,1,0.18509671,0.7523158,0.059615117,0.002972341,1
images/1017_1047_12_10_1.png,1,1,0.002639664,0.51908743,0.46437758,0.013895303,1
images/1017_1047_12_111_1.png,1,1,0.07675357,0.7869244,0.12687814,0.00944384,1
images/1017_1047_12_113_1.png,1,1,0.032572303,0.6227811,0.3144451,0.030201502,1
images/1017_1047_12_114_1.png,1,1,0.041004434,0.71487844,0.22568718,0.018429987,1
images/1017_1047_12_18_1.png,1,1,0.005016784,0.6372253,0.3407196,0.01703828,1
images/1017_1047_12_19_1.png,1,1,0.0047941385,0.50436187,0.4677322,0.023111757,1
images/1017_1047_12_1_1.png,1,1,0.24286461,0.63166547,0.10903965,0.016430322,1
images/1017_1047_12_22_1.png,1,1,0.011712231,0.7668703,0.2187594,0.002658092,1
images/1017_1047_12_26_1.png,1,1,0.054468185,0.5324812,0.39184737,0.021203222,1
images/1017_1047_12_27_1.png,1,1,0.013637649,0.8352826,0.1497257,0.0013539516,1
images/1017_1047_12_28_1.png,1,1,0.06891411,0.9061144,0.024710549,0.0002609461,1
images/1017_1047_12_29_1.png,1,1,0.29115662,0.69111997,0.017142348,0.0005810967,1
images/1017_1047_12_2_1.png,1,1,0.049635068,0.8183539,0.123733595,0.0082774265,1
images/1017_1047_12_30_1.png,1,1,0.19275934,0.7849745,0.02155035,0.0007158444,1
images/1017_1047_12_31_1.png,1,1,0.02503666,0.8913938,0.082322136,0.0012474423,1
images/1017_1047_12_32_1.png,1,1,0.18182272,0.77475417,0.04140327,0.0020198452,1
images/1017_1047_12_33_1.png,1,1,0.17723706,0.792681,0.028868914,0.0012129856,1
images/1017_1047_12_34_1.png,1,1,0.079569034,0.866106,0.05094558,0.0033794567,1
images/1017_1047_12_35_1.png,1,1,0.20291494,0.73831695,0.053894546,0.004873517,1
images/1017_1047_12_36_1.png,1,1,0.07854859,0.73229927,0.15374954,0.035402678,1
images/1017_1047_12_37_2.png,2,2,0.004483403,0.33613595,0.6326189,0.026761744,1
images/1017_1047_12_3_1.png,1,1,0.014948083,0.6753278,0.26272926,0.046994913,1
images/1017_1047_12_43_2.png,2,2,0.027284272,0.26517653,0.5226923,0.18484688,1
images/1017_1047_12_46_1.png,1,1,0.025426174,0.46847177,0.4419583,0.064143755,1
images/1017_1047_12_47_1.png,1,1,0.09076208,0.819978,0.08800426,0.0012556362,1
images/1017_1047_12_48_1.png,1,1,0.09629859,0.73287815,0.15227328,0.01855003,1
images/1017_1047_12_49_1.png,1,1,0.12187388,0.77589196,0.09331048,0.008923723,1
images/1017_1047_12_4_1.png,1,1,0.11559303,0.7095084,0.1565687,0.018329812,1
images/1017_1047_12_50_1.png,1,1,0.20986922,0.739492,0.047932174,0.0027065915,1
images/1017_1047_12_51_1.png,1,1,0.11069686,0.7695845,0.111453034,0.00826559,1
images/1017_1047_12_53_1.png,1,1,0.18836562,0.73214227,0.07222413,0.007267904,1
images/1017_1047_12_54_1.png,1,1,0.2739432,0.6133561,0.09987277,0.012827897,1
images/1017_1047_12_55_1.png,1,1,0.20260678,0.7039879,0.08460016,0.008805163,1
images/1017_1047_12_56_1.png,1,1,0.22764054,0.7335223,0.036574516,0.0022626473,1
images/1017_1047_12_57_1.png,1,1,0.08234341,0.69710827,0.19446437,0.026083937,1
images/1017_1047_12_58_1.png,1,1,0.046581533,0.72291684,0.21067306,0.01982856,1
images/1017_1047_12_59_1.png,1,1,0.07024979,0.66108406,0.23404892,0.0346172,1
images/1017_1047_12_60_1.png,1,1,0.08658668,0.7550667,0.14143793,0.016908748,1
images/1017_1047_12_61_1.png,1,1,0.07107624,0.84997904,0.07481759,0.0041271513,1
images/1017_1047_12_62_1.png,1,1,0.11325676,0.80114055,0.08081679,0.0047859983,1
images/1017_1047_12_63_1.png,1,1,0.077204496,0.4798101,0.37137556,0.07160985,1
images/1017_1047_12_64_1.png,1,1,0.30130923,0.6489497,0.045300163,0.0044408604,1
images/1017_1047_12_65_1.png,1,1,0.45726708,0.511033,0.029530458,0.0021694165,1
images/1017_1047_12_67_1.png,1,1,0.2162177,0.42902577,0.2638527,0.09090381,1
images/1017_1047_12_68_1.png,1,1,0.09114007,0.3938075,0.3883555,0.12669691,1
images/1017_1047_12_74_2.png,2,2,0.026485648,0.355699,0.49133593,0.12647939,1
images/1017_1047_12_76_2.png,2,2,0.037565615,0.31593654,0.47360584,0.17289203,1
images/1017_1047_12_83_2.png,2,2,0.056235585,0.38252065,0.4194603,0.14178346,1
images/1017_1047_12_89_2.png,2,2,0.0016981665,0.21617228,0.7547187,0.027410833,1
images/1017_1047_12_90_2.png,2,2,0.010335161,0.3478141,0.5697693,0.0720814,1
images/1017_1047_12_94_1.png,1,1,0.01768254,0.6014142,0.33919367,0.041709576,1
images/1017_1047_12_99_1.png,1,1,0.023706123,0.61834663,0.28747588,0.07047131,1
images/1017_1047_12_9_1.png,1,1,0.0056194267,0.6150499,0.3355452,0.043785445,1
images/1017_1047_13_0_2.png,2,2,0.008979305,0.13444091,0.7708591,0.08572061,1
images/1017_1047_13_100_2.png,2,2,0.008916641,0.10094308,0.639384,0.2507563,1
images/1017_1047_13_105_2.png,2,2,0.07352708,0.34450954,0.4552592,0.12670426,1
images/1017_1047_13_106_2.png,2,2,0.018219335,0.19469135,0.67936546,0.107723884,1
images/1017_1047_13_107_2.png,2,2,0.11249344,0.31014162,0.42264363,0.15472127,1
images/1017_1047_13_109_2.png,2,2,0.02300225,0.20636646,0.62227553,0.14835568,1
images/1017_1047_13_110_2.png,2,2,0.0062745064,0.11838851,0.692582,0.182755,1
images/1017_1047_13_111_2.png,2,2,0.010215025,0.1127397,0.5525897,0.32445553,1
images/1017_1047_13_112_2.png,2,2,0.02672777,0.14832927,0.4556465,0.3692965,1
images/1017_1047_13_113_2.png,2,2,0.011330072,0.119569905,0.5201183,0.3489818,1
images/1017_1047_13_114_2.png,2,2,0.107282415,0.27066568,0.38108662,0.24096534,1
images/1017_1047_13_115_2.png,2,2,0.0065038498,0.12977846,0.7393122,0.12440549,1
images/1017_1047_13_12_2.png,2,2,0.09661779,0.28936258,0.42379266,0.19022691,1
images/1017_1047_13_15_2.png,2,2,0.10737409,0.25539002,0.3713805,0.2658554,1
images/1017_1047_13_16_2.png,2,2,0.032328486,0.19310948,0.5829683,0.19159374,1
images/1017_1047_13_17_2.png,2,2,0.024395209,0.16316447,0.44374177,0.3686986,1
images/1017_1047_13_18_2.png,2,2,0.018048244,0.14895485,0.7112658,0.121731065,1
images/1017_1047_13_19_2.png,2,2,0.031017922,0.16842964,0.48853618,0.31201628,1
images/1017_1047_13_1_2.png,2,2,0.011008375,0.15344019,0.61966103,0.21589036,1
images/1017_1047_13_20_2.png,2,2,0.010591156,0.12725806,0.70673865,0.1554122,1
images/1017_1047_13_22_2.png,2,2,0.031274322,0.28148574,0.37558863,0.3116514,1
images/1017_1047_13_23_2.png,2,2,0.028850304,0.1685956,0.59446526,0.20808885,1
images/1017_1047_13_25_2.png,2,2,0.03546022,0.2897704,0.53363204,0.14113732,1
images/1017_1047_13_26_2.png,2,2,0.009754612,0.15065636,0.6665991,0.17298992,1
images/1017_1047_13_27_2.png,2,2,0.037731662,0.25046888,0.47014073,0.24165872,1
images/1017_1047_13_28_2.png,2,2,0.0058315652,0.29087377,0.5977534,0.10554121,1
images/1017_1047_13_32_3.png,3,3,0.01983615,0.100862585,0.31703016,0.5622711,1
images/1017_1047_13_33_3.png,3,3,0.020451333,0.11420925,0.34427637,0.521063,1
images/1017_1047_13_34_3.png,3,3,0.012504725,0.08981406,0.35546497,0.54221624,1
images/1017_1047_13_35_3.png,3,3,0.008233767,0.07216089,0.3692684,0.55033696,1
images/1017_1047_13_36_3.png,3,3,0.015793031,0.08519524,0.25024348,0.6487682,1
images/1017_1047_13_37_3.png,3,3,0.0341253,0.13514565,0.33428103,0.49644795,1
images/1017_1047_13_38_3.png,3,3,0.03760052,0.15481083,0.40068546,0.40690324,1
images/1017_1047_13_39_3.png,3,3,0.021584375,0.1323014,0.39639205,0.4497222,1
images/1017_1047_13_41_3.png,3,3,0.029126404,0.09740848,0.16531368,0.7081514,1
images/1017_1047_13_42_3.png,3,3,0.0055779493,0.039031245,0.120226525,0.8351643,1
images/1017_1047_13_43_3.png,3,3,0.006984041,0.046587482,0.14283541,0.80359304,1
images/1017_1047_13_44_3.png,3,3,0.021050738,0.08464484,0.1659503,0.72835416,1
images/1017_1047_13_45_3.png,3,3,0.02077817,0.08102264,0.15355727,0.74464184,1
images/1017_1047_13_46_3.png,3,3,0.04783793,0.144001,0.23816781,0.5699932,1
images/1017_1047_13_47_3.png,3,3,0.0051896307,0.03366876,0.096399814,0.8647418,1
images/1017_1047_13_48_3.png,3,3,0.046467252,0.17726211,0.26776662,0.508504,1
images/1017_1047_13_49_3.png,3,3,0.0334395,0.15457512,0.27987167,0.5321137,1
images/1017_1047_13_50_3.png,3,3,0.00826154,0.045081154,0.10833391,0.8383234,1
images/1017_1047_13_51_3.png,3,3,0.008598663,0.046644855,0.124764934,0.8199916,1
images/1017_1047_13_52_3.png,3,3,0.030461935,0.09782862,0.17210178,0.6996077,1
images/1017_1047_13_53_3.png,3,3,0.03571908,0.12104363,0.2887562,0.55448115,1
images/1017_1047_13_54_3.png,3,3,0.009478916,0.04637291,0.11092338,0.8332248,1
images/1017_1047_13_55_3.png,3,3,0.0024252066,0.019588992,0.05903848,0.91894734,1
images/1017_1047_13_56_3.png,3,3,0.1297713,0.22977558,0.27457276,0.36588037,1
images/1017_1047_13_57_3.png,3,3,0.03261742,0.11129149,0.18574525,0.67034584,1
images/1017_1047_13_58_3.png,3,3,0.092419624,0.22349502,0.25045708,0.4336283,1
images/1017_1047_13_59_3.png,3,3,0.0013874765,0.0155024035,0.06570334,0.9174068,1
images/1017_1047_13_60_3.png,3,3,0.006509855,0.038591325,0.108609416,0.84628934,1
images/1017_1047_13_61_3.png,3,3,0.0024573016,0.02333191,0.08760249,0.8866083,1
images/1017_1047_13_62_3.png,3,3,0.003251854,0.029802939,0.11011966,0.85682553,1
images/1017_1047_13_63_3.png,3,3,0.008104509,0.07221521,0.29019505,0.6294852,1
images/1017_1047_13_64_3.png,3,3,0.044408232,0.14524062,0.30351725,0.50683385,1
images/1017_1047_13_65_3.png,3,3,0.0056109536,0.043647893,0.10378547,0.84695566,1
images/1017_1047_13_66_3.png,3,3,0.03571181,0.14092949,0.28085986,0.5424988,1
images/1017_1047_13_67_3.png,3,3,0.0063768392,0.04715118,0.09862147,0.84785056,1
images/1017_1047_13_68_3.png,3,3,0.005522128,0.03538703,0.11146002,0.8476308,1
images/1017_1047_13_69_3.png,3,3,0.021251775,0.10149386,0.2769868,0.60026765,1
images/1017_1047_13_70_3.png,3,3,0.0042832284,0.029295187,0.08390286,0.8825187,1
images/1017_1047_13_71_3.png,3,3,0.018128522,0.09456385,0.2206627,0.66664493,1
images/1017_1047_13_72_3.png,3,3,0.11365394,0.31045473,0.2631121,0.31277925,1
images/1017_1047_13_74_3.png,3,3,0.028703148,0.136757,0.33979315,0.49474674,1
images/1017_1047_13_75_3.png,3,3,0.0027105212,0.018251397,0.04065596,0.93838215,1
images/1017_1047_13_76_3.png,3,3,0.008268429,0.06705295,0.34353685,0.58114177,1
images/1017_1047_13_77_3.png,3,3,0.027831454,0.10367911,0.19289033,0.67559916,1
images/1017_1047_13_79_3.png,3,3,0.022990124,0.12216865,0.3568838,0.49795744,1
images/1017_1047_13_7_2.png,2,2,0.027113296,0.22023015,0.6029841,0.14967252,1
images/1017_1047_13_81_2.png,2,2,0.095244974,0.28894147,0.36198518,0.25382835,1
images/1017_1047_13_82_2.png,2,2,0.027991932,0.167022,0.6450513,0.15993474,1
images/1017_1047_13_83_2.png,2,2,0.030698884,0.25330955,0.5863146,0.1296769,1
images/1017_1047_13_86_2.png,2,2,0.046117302,0.4024122,0.41594177,0.13552871,1
images/1017_1047_13_87_2.png,2,2,0.0025732939,0.07515694,0.71543545,0.20683436,1
images/1017_1047_13_88_2.png,2,2,0.016642284,0.16565156,0.62297785,0.19472831,1
images/1017_1047_13_8_2.png,2,2,0.08753879,0.26660463,0.41533872,0.23051788,1
images/1017_1047_13_90_2.png,2,2,0.07297791,0.2347069,0.3823052,0.31001005,1
images/1017_1047_13_91_2.png,2,2,0.037928484,0.25125167,0.5109835,0.19983637,1
images/1017_1047_13_92_2.png,2,2,0.01776486,0.17561407,0.5575742,0.24904688,1
images/1017_1047_13_94_2.png,2,2,0.021736192,0.19320267,0.5299045,0.25515664,1
images/1017_1047_13_95_2.png,2,2,0.0073823603,0.14656515,0.7370297,0.10902289,1
images/1017_1047_13_96_2.png,2,2,0.005793343,0.13815449,0.7114764,0.14457582,1
images/1017_1047_13_97_2.png,2,2,0.06791082,0.26295546,0.4842699,0.18486385,1
images/1017_1047_13_98_2.png,2,2,0.030878343,0.2252358,0.5539938,0.18989196,1
